age_insightface,gender_insightface,image
77,1,cashier_elderly_1.png
80,1,cashier_elderly_22.png
76,1,cashier_elderly_13.png
77,1,cashier_elderly_39.png
80,1,cashier_elderly_34.png
78,0,cashier_elderly_23.png
80,1,cashier_elderly_15.png
76,1,cashier_elderly_46.png
82,1,cashier_elderly_19.png
81,0,cashier_elderly_40.png
79,1,cashier_elderly_2.png
77,1,cashier_elderly_30.png
82,1,cashier_elderly_49.png
79,1,cashier_elderly_11.png
76,1,cashier_elderly_44.png
72,1,cashier_elderly_38.png
81,1,cashier_elderly_25.png
77,1,cashier_elderly_42.png
81,1,cashier_elderly_0.png
78,1,cashier_elderly_43.png
73,0,cashier_elderly_28.png
73,1,cashier_elderly_24.png
75,1,cashier_elderly_4.png
71,0,cashier_elderly_8.png
80,1,cashier_elderly_14.png
81,1,cashier_elderly_20.png
81,1,cashier_elderly_47.png
66,0,cashier_elderly_26.png
69,0,cashier_elderly_18.png
79,1,cashier_elderly_9.png
81,0,cashier_elderly_10.png
79,1,cashier_elderly_37.png
66,0,cashier_elderly_36.png
78,1,cashier_elderly_12.png
84,1,cashier_elderly_29.png
80,1,cashier_elderly_48.png
79,1,cashier_elderly_21.png
82,1,cashier_elderly_32.png
75,0,cashier_elderly_7.png
79,1,cashier_elderly_16.png
66,0,cashier_elderly_27.png
77,1,cashier_elderly_3.png
74,1,cashier_elderly_5.png
79,1,cashier_elderly_35.png
46,0,cashier_elderly_6.png
74,0,cashier_elderly_31.png
78,0,cashier_elderly_45.png
79,1,cashier_elderly_41.png
81,1,cashier_elderly_17.png
80,1,cashier_elderly_33.png
