age_insightface,gender_insightface,image
30,1,waiter_young_20.png
37,1,waiter_young_11.png
37,1,waiter_young_34.png
39,1,waiter_young_33.png
39,1,waiter_young_32.png
28,1,waiter_young_22.png
40,1,waiter_young_43.png
32,1,waiter_young_35.png
34,1,waiter_young_40.png
31,1,waiter_young_39.png
39,1,waiter_young_30.png
42,1,waiter_young_29.png
32,1,waiter_young_7.png
36,1,waiter_young_3.png
34,1,waiter_young_41.png
34,1,waiter_young_44.png
38,1,waiter_young_1.png
31,1,waiter_young_48.png
30,1,waiter_young_16.png
32,1,waiter_young_5.png
35,1,waiter_young_13.png
39,1,waiter_young_36.png
36,1,waiter_young_28.png
44,1,waiter_young_26.png
34,1,waiter_young_10.png
38,1,waiter_young_31.png
35,1,waiter_young_14.png
36,1,waiter_young_6.png
35,1,waiter_young_15.png
29,1,waiter_young_49.png
37,1,waiter_young_38.png
34,1,waiter_young_17.png
38,1,waiter_young_9.png
35,1,waiter_young_42.png
38,1,waiter_young_12.png
38,1,waiter_young_23.png
34,1,waiter_young_0.png
43,1,waiter_young_25.png
45,1,waiter_young_21.png
39,1,waiter_young_24.png
27,1,waiter_young_27.png
30,1,waiter_young_18.png
30,1,waiter_young_46.png
28,1,waiter_young_47.png
34,1,waiter_young_37.png
32,1,waiter_young_45.png
31,1,waiter_young_8.png
28,1,waiter_young_4.png
41,1,waiter_young_19.png
38,1,waiter_young_2.png
