image,age_insightface,gender_insightface
judge_asian_prompt_1_34.png,31,1
judge_asian_prompt_1_18.png,49,0
judge_asian_prompt_0_16.png,56,1
judge_asian_prompt_1_23.png,44,0
judge_asian_prompt_1_45.png,30,0
judge_asian_prompt_1_5.png,54,1
judge_asian_prompt_1_16.png,52,1
judge_asian_prompt_1_15.png,42,0
judge_asian_prompt_1_19.png,24,0
judge_asian_prompt_0_2.png,69,1
judge_asian_prompt_0_34.png,44,1
judge_asian_prompt_1_49.png,27,0
judge_asian_prompt_1_32.png,66,1
judge_asian_prompt_1_4.png,26,0
judge_asian_prompt_0_22.png,54,1
judge_asian_prompt_0_48.png,55,1
judge_asian_prompt_0_30.png,66,1
judge_asian_prompt_0_17.png,57,1
judge_asian_prompt_0_12.png,32,1
judge_asian_prompt_0_14.png,33,1
judge_asian_prompt_1_21.png,33,1
judge_asian_prompt_1_29.png,25,0
judge_asian_prompt_1_44.png,25,0
judge_asian_prompt_0_15.png,33,0
judge_asian_prompt_0_38.png,28,0
judge_asian_prompt_0_18.png,31,0
judge_asian_prompt_0_28.png,58,1
judge_asian_prompt_0_31.png,31,0
judge_asian_prompt_0_0.png,41,1
judge_asian_prompt_0_47.png,47,1
judge_asian_prompt_1_22.png,56,1
judge_asian_prompt_0_3.png,40,1
judge_asian_prompt_0_7.png,59,1
judge_asian_prompt_0_45.png,42,0
judge_asian_prompt_1_39.png,43,1
judge_asian_prompt_0_33.png,59,1
judge_asian_prompt_0_23.png,54,1
judge_asian_prompt_0_13.png,56,1
judge_asian_prompt_0_20.png,33,0
judge_asian_prompt_1_12.png,25,0
judge_asian_prompt_1_6.png,68,1
judge_asian_prompt_1_8.png,28,0
judge_asian_prompt_0_43.png,64,1
judge_asian_prompt_1_47.png,47,1
judge_asian_prompt_1_1.png,53,1
judge_asian_prompt_1_35.png,26,0
judge_asian_prompt_1_9.png,56,1
judge_asian_prompt_0_6.png,56,1
judge_asian_prompt_0_21.png,34,1
judge_asian_prompt_0_39.png,45,1
judge_asian_prompt_1_24.png,26,0
judge_asian_prompt_1_27.png,46,0
judge_asian_prompt_1_31.png,40,0
judge_asian_prompt_1_10.png,22,0
judge_asian_prompt_1_13.png,34,0
judge_asian_prompt_0_41.png,50,1
judge_asian_prompt_0_44.png,51,1
judge_asian_prompt_0_42.png,51,1
judge_asian_prompt_1_37.png,47,1
judge_asian_prompt_0_29.png,58,1
judge_asian_prompt_1_41.png,30,0
judge_asian_prompt_0_46.png,50,1
judge_asian_prompt_1_7.png,60,1
judge_asian_prompt_1_11.png,43,1
judge_asian_prompt_0_10.png,22,0
judge_asian_prompt_1_38.png,27,0
judge_asian_prompt_1_40.png,32,0
judge_asian_prompt_1_36.png,55,1
judge_asian_prompt_1_3.png,35,1
judge_asian_prompt_0_49.png,51,1
judge_asian_prompt_1_43.png,51,1
judge_asian_prompt_0_36.png,65,1
judge_asian_prompt_1_26.png,27,0
judge_asian_prompt_0_25.png,55,1
judge_asian_prompt_0_35.png,46,1
judge_asian_prompt_1_14.png,30,1
judge_asian_prompt_0_5.png,54,1
judge_asian_prompt_0_4.png,27,0
judge_asian_prompt_1_0.png,49,1
judge_asian_prompt_0_32.png,68,1
judge_asian_prompt_1_46.png,64,1
judge_asian_prompt_0_40.png,56,0
judge_asian_prompt_0_37.png,50,1
judge_asian_prompt_1_30.png,60,1
judge_asian_prompt_1_48.png,53,1
judge_asian_prompt_0_11.png,53,1
judge_asian_prompt_0_19.png,24,0
judge_asian_prompt_1_17.png,56,1
judge_asian_prompt_0_9.png,50,1
judge_asian_prompt_0_8.png,47,1
judge_asian_prompt_1_20.png,31,0
judge_asian_prompt_1_33.png,58,1
judge_asian_prompt_1_28.png,45,0
judge_asian_prompt_0_26.png,52,1
judge_asian_prompt_1_2.png,59,1
judge_asian_prompt_1_42.png,33,1
judge_asian_prompt_0_1.png,58,1
judge_asian_prompt_0_27.png,32,0
judge_asian_prompt_0_24.png,55,1
judge_asian_prompt_1_25.png,56,0
