image,age_insightface,gender_insightface
teacher_40 years old_34.png,63,0
teacher_40 years old_32.png,69,1
teacher_40 years old_16.png,44,0
teacher_40 years old_15.png,74,0
teacher_40 years old_49.png,53,0
teacher_40 years old_29.png,54,0
teacher_40 years old_40.png,30,0
teacher_40 years old_46.png,46,0
teacher_40 years old_11.png,53,0
teacher_40 years old_0.png,67,1
teacher_40 years old_37.png,36,0
teacher_40 years old_9.png,35,0
teacher_40 years old_17.png,36,0
teacher_40 years old_27.png,46,0
teacher_40 years old_1.png,64,0
teacher_40 years old_5.png,42,0
teacher_40 years old_18.png,48,0
teacher_40 years old_31.png,43,0
teacher_40 years old_21.png,77,0
teacher_40 years old_14.png,65,0
teacher_40 years old_6.png,30,0
teacher_40 years old_2.png,39,0
teacher_40 years old_20.png,45,0
teacher_40 years old_36.png,48,0
teacher_40 years old_28.png,61,1
teacher_40 years old_22.png,41,0
teacher_40 years old_41.png,48,0
teacher_40 years old_35.png,35,0
teacher_40 years old_8.png,44,0
teacher_40 years old_42.png,47,0
teacher_40 years old_24.png,44,0
teacher_40 years old_13.png,39,0
teacher_40 years old_47.png,73,0
teacher_40 years old_19.png,40,0
teacher_40 years old_43.png,48,0
teacher_40 years old_33.png,36,0
teacher_40 years old_3.png,44,0
teacher_40 years old_48.png,46,0
teacher_40 years old_30.png,56,0
teacher_40 years old_45.png,35,0
teacher_40 years old_10.png,61,0
teacher_40 years old_12.png,49,0
teacher_40 years old_39.png,70,0
teacher_40 years old_38.png,41,0
teacher_40 years old_4.png,30,0
teacher_40 years old_44.png,64,0
teacher_40 years old_25.png,46,1
teacher_40 years old_26.png,36,0
teacher_40 years old_7.png,44,0
teacher_40 years old_23.png,64,0
