image,age_insightface,gender_insightface
teacher_20 years old_24.png,36,0
teacher_20 years old_13.png,30,0
teacher_20 years old_12.png,24,0
teacher_20 years old_6.png,29,0
teacher_20 years old_20.png,29,0
teacher_20 years old_3.png,37,0
teacher_20 years old_40.png,27,0
teacher_20 years old_10.png,30,0
teacher_20 years old_17.png,33,0
teacher_20 years old_22.png,27,0
teacher_20 years old_19.png,28,0
teacher_20 years old_29.png,26,0
teacher_20 years old_18.png,35,0
teacher_20 years old_25.png,31,0
teacher_20 years old_47.png,27,0
teacher_20 years old_31.png,34,0
teacher_20 years old_36.png,31,0
teacher_20 years old_38.png,29,0
teacher_20 years old_35.png,25,0
teacher_20 years old_28.png,28,0
teacher_20 years old_15.png,39,0
teacher_20 years old_42.png,30,0
teacher_20 years old_43.png,28,0
teacher_20 years old_11.png,39,0
teacher_20 years old_14.png,31,0
teacher_20 years old_33.png,26,0
teacher_20 years old_7.png,31,0
teacher_20 years old_48.png,31,0
teacher_20 years old_27.png,33,0
teacher_20 years old_23.png,34,0
teacher_20 years old_41.png,29,0
teacher_20 years old_21.png,27,0
teacher_20 years old_8.png,26,0
teacher_20 years old_2.png,28,0
teacher_20 years old_1.png,29,0
teacher_20 years old_32.png,38,0
teacher_20 years old_44.png,28,0
teacher_20 years old_37.png,30,0
teacher_20 years old_49.png,35,0
teacher_20 years old_9.png,34,0
teacher_20 years old_5.png,31,0
teacher_20 years old_30.png,34,0
teacher_20 years old_26.png,37,0
teacher_20 years old_39.png,30,0
teacher_20 years old_34.png,26,0
teacher_20 years old_45.png,24,0
teacher_20 years old_16.png,27,0
teacher_20 years old_46.png,33,0
teacher_20 years old_0.png,25,0
teacher_20 years old_4.png,25,0
